"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","R","G","B","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","D","1","H","2","A","135.19","2.852","3.004","60.8","58.4","49.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","135.69","2.857","3.009","62.1","59.7","51.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","136.19","2.862","3.014","62.0","59.9","51.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","136.69","2.867","3.019","64.0","61.7","52.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","137.19","2.872","3.024","63.6","61.1","52.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","137.69","2.877","3.029","62.6","60.3","51.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","138.19","2.882","3.034","62.5","60.1","51.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","138.69","2.887","3.039","63.1","60.6","51.7","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","139.19","2.892","3.044","62.1","59.9","51.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","139.69","2.897","3.049","62.2","60.0","51.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","140.19","2.902","3.054","61.4","59.4","50.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","140.69","2.907","3.059","61.1","59.1","50.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","141.19","2.912","3.064","61.1","58.9","49.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","141.69","2.917","3.069","61.5","59.2","50.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","142.19","2.922","3.074","61.8","59.5","50.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","142.69","2.927","3.079","61.3","59.0","50.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","143.19","2.932","3.084","62.8","60.7","52.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","143.69","2.937","3.089","63.1","60.9","51.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","144.19","2.942","3.094","59.0","57.1","47.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","144.69","2.947","3.099","57.5","56.4","47.3","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","145.19","2.952","3.104","56.3","55.1","46.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","145.69","2.957","3.109","55.0","53.5","45.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","146.19","2.962","3.114","57.7","55.6","47.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","146.69","2.967","3.119","52.1","49.3","40.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","147.19","2.972","3.124","58.8","56.5","47.8","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","147.69","2.977","3.129","47.0","43.8","35.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","148.19","2.982","3.134","19.9","17.6","14.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","148.69","2.987","3.139","29.2","25.7","20.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","149.19","2.992","3.144","28.1","25.1","20.6","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","149.69","2.997","3.149","25.2","24.3","22.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","150.19","3.002","3.154","10.0","9.7","10.0","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","150.69","3.007","3.159","10.1","9.8","10.1","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","151.19","3.012","3.164","10.2","9.9","10.2","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","151.69","3.017","3.169","10.9","10.6","10.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","152.19","3.022","3.174","11.3","11.1","11.4","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","152.69","3.027","3.179","11.9","11.7","11.9","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","153.19","3.032","3.184","11.6","11.4","11.5","2016-02-15 00:54:41","CV-L107C-L170542B","SHIL","SHLF7626381","95333521","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","74.71","2.247","2.399","65.8","64.7","59.5","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","75.21","2.252","2.404","66.4","65.2","59.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","75.71","2.257","2.409","66.3","65.1","59.5","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","76.21","2.262","2.414","65.5","64.2","58.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","76.71","2.267","2.419","67.2","66.0","61.0","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","77.21","2.272","2.424","65.3","64.1","60.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","77.71","2.277","2.429","51.7","51.6","52.0","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","78.21","2.282","2.434","41.6","40.9","39.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","78.71","2.287","2.439","53.6","52.3","49.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","79.21","2.292","2.444","71.7","70.3","65.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","79.71","2.297","2.449","69.1","67.9","63.0","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","80.21","2.302","2.454","69.3","68.2","63.0","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","80.71","2.307","2.459","67.8","66.4","60.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","81.21","2.312","2.464","69.6","68.0","62.2","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","81.71","2.317","2.469","72.4","70.7","64.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","82.21","2.322","2.474","70.7","69.0","63.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","82.71","2.327","2.479","70.9","68.9","62.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","83.21","2.332","2.484","74.1","72.2","65.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","83.71","2.337","2.489","73.0","71.4","65.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","84.21","2.342","2.494","72.5","70.9","64.9","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","84.71","2.347","2.499","81.9","80.4","74.2","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","85.21","2.352","2.504","81.9","80.3","73.5","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","85.71","2.357","2.509","80.4","78.5","71.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","86.21","2.362","2.514","78.8","77.2","70.2","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","86.71","2.367","2.519","74.1","72.6","66.0","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","87.21","2.372","2.524","75.2","73.7","66.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","87.71","2.377","2.529","76.3","74.9","68.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","88.21","2.382","2.534","75.8","74.4","67.9","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","88.71","2.387","2.539","75.4","74.0","67.5","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","89.21","2.392","2.544","79.1","77.8","71.3","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","89.71","2.397","2.549","76.9","75.5","68.9","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","90.21","2.402","2.554","78.7","77.2","69.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","90.71","2.407","2.559","79.7","78.4","71.3","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","91.21","2.412","2.564","77.7","76.3","68.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","91.71","2.417","2.569","79.4","78.3","70.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","92.21","2.422","2.574","78.2","76.7","68.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","92.71","2.427","2.579","82.3","81.1","74.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","93.21","2.432","2.584","79.9","78.7","71.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","93.71","2.437","2.589","80.0","79.0","72.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","94.21","2.442","2.594","77.6","76.3","69.2","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","94.71","2.447","2.599","78.3","76.7","69.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","95.21","2.452","2.604","80.6","79.0","71.2","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","95.71","2.457","2.609","78.2","76.6","68.9","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","96.21","2.462","2.614","78.2","76.7","69.3","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","96.71","2.467","2.619","79.6","77.9","69.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","97.21","2.472","2.624","77.2","75.5","67.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","97.71","2.477","2.629","75.3","73.5","65.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","98.21","2.482","2.634","75.8","74.1","66.2","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","98.71","2.487","2.639","73.5","71.4","63.5","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","99.21","2.492","2.644","73.2","71.6","64.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","99.71","2.497","2.649","73.4","71.2","63.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","100.21","2.502","2.654","73.7","71.6","63.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","100.71","2.507","2.659","72.3","70.3","62.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","101.21","2.512","2.664","74.5","72.6","65.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","101.71","2.517","2.669","74.6","72.7","65.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","102.21","2.522","2.674","73.9","72.0","64.7","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","102.71","2.527","2.679","71.0","69.4","61.9","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","103.21","2.532","2.684","67.3","65.8","57.9","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","103.71","2.537","2.689","64.7","63.5","56.0","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","104.21","2.542","2.694","67.1","66.0","58.4","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","104.71","2.547","2.699","66.6","65.3","57.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","105.21","2.552","2.704","66.8","65.4","57.8","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","105.71","2.557","2.709","67.1","65.9","58.3","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","106.21","2.562","2.714","66.2","64.7","57.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","106.71","2.567","2.719","66.7","65.1","58.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","107.21","2.572","2.724","70.0","68.6","61.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","107.71","2.577","2.729","68.3","66.9","59.6","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
"361","U1474","D","1","H","2","A","108.21","2.582","2.734","72.2","70.7","64.1","2016-02-13 17:57:39","CV-L107C-L170542B","SHIL","SHLF7626381","95240951","Auto-Log Split Section"
